     100 files     200 files     201 text files.
classified 201 filesDuplicate file check 201 files (186 known unique)Unique:      100 files                                               190 unique files.                              
Counting:  100      41 files ignored.

files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.84  T=0.16 s (973.3 files/s, 64769.5 lines/s)"
140,Java,1558,1078,6351
4,Maven,40,0,837
11,Markdown,183,0,426
1,YAML,0,15,107
4,Dockerfile,8,0,44
160,SUM,1789,1093,7765
